#Predicted and verified water level from NOAA CO-OPS,,,
#Station NTKM3 (8449130) ,,,
#Measured relative to MLLW ,,,
#Predicted water level every 6 minutes for 2017,,,
#Verified water level every 6 minutes for 2017,,,
#Copied by Grace Kowalski on 07/12/2022,,,
Date,Time (GMT),Predicted (m),Verified (m)
2/18/2017,4:24,0.151,0.155
2/18/2017,4:30,0.158,0.164
2/18/2017,4:36,0.166,0.178
2/18/2017,4:42,0.175,0.19
2/18/2017,4:48,0.185,0.202
2/18/2017,4:54,0.196,0.218
2/18/2017,5:00,0.207,0.233
2/18/2017,5:06,0.22,0.249
2/18/2017,5:12,0.232,0.267
2/18/2017,5:18,0.246,0.282
2/18/2017,5:24,0.26,0.296
2/18/2017,5:30,0.274,0.314
2/18/2017,5:36,0.288,0.331
2/18/2017,5:42,0.303,0.346
2/18/2017,5:48,0.318,0.361
2/18/2017,5:54,0.334,0.381
2/18/2017,6:00,0.349,0.402
2/18/2017,6:06,0.365,0.42
2/18/2017,6:12,0.381,0.435
2/18/2017,6:18,0.397,0.45
2/18/2017,6:24,0.413,0.461
2/18/2017,6:30,0.429,0.477
2/18/2017,6:36,0.445,0.496
2/18/2017,6:42,0.462,0.515
2/18/2017,6:48,0.478,0.535
2/18/2017,6:54,0.494,0.556
2/18/2017,7:00,0.511,0.575
2/18/2017,7:06,0.528,0.595
2/18/2017,7:12,0.544,0.612
2/18/2017,7:18,0.561,0.626
2/18/2017,7:24,0.578,0.641
2/18/2017,7:30,0.595,0.658
2/18/2017,7:36,0.612,0.675
2/18/2017,7:42,0.629,0.694
2/18/2017,7:48,0.646,0.712
2/18/2017,7:54,0.663,0.728
2/18/2017,8:00,0.68,0.745
2/18/2017,8:06,0.697,0.763
2/18/2017,8:12,0.714,0.779
2/18/2017,8:18,0.731,0.794
2/18/2017,8:24,0.747,0.813
2/18/2017,8:30,0.764,0.834
2/18/2017,8:36,0.78,0.845
2/18/2017,8:42,0.795,0.857
2/18/2017,8:48,0.81,0.873
2/18/2017,8:54,0.825,0.883
2/18/2017,9:00,0.839,0.905
2/18/2017,9:06,0.852,0.925
2/18/2017,9:12,0.865,0.933
2/18/2017,9:18,0.877,0.942
2/18/2017,9:24,0.888,0.953
2/18/2017,9:30,0.898,0.965
2/18/2017,9:36,0.907,0.977
2/18/2017,9:42,0.916,0.984
2/18/2017,9:48,0.923,0.991
2/18/2017,9:54,0.929,0.992
2/18/2017,10:00,0.934,0.998
2/18/2017,10:06,0.938,0.998
2/18/2017,10:12,0.941,0.994
2/18/2017,10:18,0.943,0.997
2/18/2017,10:24,0.944,0.998
2/18/2017,10:30,0.943,1.004
2/18/2017,10:36,0.942,1.009
2/18/2017,10:42,0.939,1.011
2/18/2017,10:48,0.936,1.014
2/18/2017,10:54,0.931,1.012
2/18/2017,11:00,0.926,1.008
2/18/2017,11:06,0.919,1.004
2/18/2017,11:12,0.912,0.992
2/18/2017,11:18,0.904,0.987
2/18/2017,11:24,0.895,0.981
2/18/2017,11:30,0.885,0.971
2/18/2017,11:36,0.874,0.968
2/18/2017,11:42,0.863,0.97
2/18/2017,11:48,0.851,0.959
2/18/2017,11:54,0.838,0.953
2/18/2017,12:00,0.825,0.934
2/18/2017,12:06,0.811,0.911
2/18/2017,12:12,0.797,0.897
2/18/2017,12:18,0.782,0.886
2/18/2017,12:24,0.766,0.865
2/18/2017,12:30,0.75,0.851
2/18/2017,12:36,0.734,0.841
2/18/2017,12:42,0.717,0.824
2/18/2017,12:48,0.699,0.81
2/18/2017,12:54,0.681,0.793
2/18/2017,13:00,0.663,0.783
2/18/2017,13:06,0.644,0.766
2/18/2017,13:12,0.625,0.744
2/18/2017,13:18,0.606,0.732
2/18/2017,13:24,0.586,0.721
2/18/2017,13:30,0.566,0.7
2/18/2017,13:36,0.545,0.675
2/18/2017,13:42,0.525,0.648
2/18/2017,13:48,0.504,0.622
2/18/2017,13:54,0.483,0.598
2/18/2017,14:00,0.462,0.57
2/18/2017,14:06,0.441,0.554
2/18/2017,14:12,0.419,0.54
2/18/2017,14:18,0.398,0.515
2/18/2017,14:24,0.377,0.5
2/18/2017,14:30,0.357,0.481
2/18/2017,14:36,0.336,0.442
2/18/2017,14:42,0.316,0.418
2/18/2017,14:48,0.297,0.404
2/18/2017,14:54,0.278,0.38
2/18/2017,15:00,0.26,0.363
2/18/2017,15:06,0.242,0.35
2/18/2017,15:12,0.225,0.33
2/18/2017,15:18,0.209,0.305
2/18/2017,15:24,0.194,0.288
2/18/2017,15:30,0.18,0.279
2/18/2017,15:36,0.168,0.27
2/18/2017,15:42,0.156,0.26
2/18/2017,15:48,0.145,0.247
2/18/2017,15:54,0.136,0.227
2/18/2017,16:00,0.128,0.209
2/18/2017,16:06,0.121,0.209
2/18/2017,16:12,0.115,0.208
2/18/2017,16:18,0.111,0.206
2/18/2017,16:24,0.108,0.225
2/18/2017,16:30,0.106,0.227
2/18/2017,16:36,0.105,0.219
2/18/2017,16:42,0.106,0.214
2/18/2017,16:48,0.108,0.207
2/18/2017,16:54,0.11,0.209
2/18/2017,17:00,0.114,0.21
2/18/2017,17:06,0.119,0.21
2/18/2017,17:12,0.124,0.222
2/18/2017,17:18,0.131,0.228
2/18/2017,17:24,0.138,0.232
2/18/2017,17:30,0.146,0.245
2/18/2017,17:36,0.155,0.26
2/18/2017,17:42,0.164,0.277
2/18/2017,17:48,0.174,0.291
2/18/2017,17:54,0.184,0.297
2/18/2017,18:00,0.194,0.312
2/18/2017,18:06,0.205,0.32
2/18/2017,18:12,0.217,0.321
2/18/2017,18:18,0.228,0.34
2/18/2017,18:24,0.24,0.361
2/18/2017,18:30,0.252,0.364
2/18/2017,18:36,0.264,0.377
2/18/2017,18:42,0.277,0.399
2/18/2017,18:48,0.29,0.415
2/18/2017,18:54,0.302,0.429
2/18/2017,19:00,0.315,0.455
2/18/2017,19:06,0.329,0.478
2/18/2017,19:12,0.342,0.476
2/18/2017,19:18,0.355,0.481
2/18/2017,19:24,0.369,0.499
2/18/2017,19:30,0.383,0.512
2/18/2017,19:36,0.397,0.523
2/18/2017,19:42,0.411,0.549
2/18/2017,19:48,0.426,0.57
2/18/2017,19:54,0.44,0.579
2/18/2017,20:00,0.455,0.593
2/18/2017,20:06,0.47,0.6
2/18/2017,20:12,0.485,0.604
2/18/2017,20:18,0.5,0.61
2/18/2017,20:24,0.516,0.621
2/18/2017,20:30,0.531,0.638
2/18/2017,20:36,0.546,0.662
2/18/2017,20:42,0.562,0.673
2/18/2017,20:48,0.577,0.69
2/18/2017,20:54,0.592,0.728
2/18/2017,21:00,0.607,0.745
2/18/2017,21:06,0.622,0.744
2/18/2017,21:12,0.636,0.758
2/18/2017,21:18,0.65,0.773
2/18/2017,21:24,0.663,0.776
2/18/2017,21:30,0.676,0.791
2/18/2017,21:36,0.689,0.826
2/18/2017,21:42,0.7,0.832
2/18/2017,21:48,0.711,0.84
2/18/2017,21:54,0.722,0.853
2/18/2017,22:00,0.731,0.864
2/18/2017,22:06,0.74,0.869
2/18/2017,22:12,0.748,0.884
2/18/2017,22:18,0.754,0.89
2/18/2017,22:24,0.76,0.887
2/18/2017,22:30,0.765,0.905
2/18/2017,22:36,0.769,0.926
2/18/2017,22:42,0.772,0.938
2/18/2017,22:48,0.774,0.96
2/18/2017,22:54,0.775,0.959
2/18/2017,23:00,0.775,0.943
2/18/2017,23:06,0.774,0.942
2/18/2017,23:12,0.773,0.953
2/18/2017,23:18,0.77,0.952
2/18/2017,23:24,0.766,0.962
2/18/2017,23:30,0.762,0.957
2/18/2017,23:36,0.757,0.941
2/18/2017,23:42,0.751,0.926
2/18/2017,23:48,0.745,0.924
2/18/2017,23:54,0.737,0.914
2/19/2017,0:00,0.729,0.896
2/19/2017,0:06,0.721,0.889
2/19/2017,0:12,0.712,0.881
2/19/2017,0:18,0.702,0.869
2/19/2017,0:24,0.692,0.863
2/19/2017,0:30,0.682,0.853
2/19/2017,0:36,0.671,0.828
2/19/2017,0:42,0.66,0.813
2/19/2017,0:48,0.648,0.792
2/19/2017,0:54,0.636,0.771
2/19/2017,1:00,0.623,0.749
2/19/2017,1:06,0.61,0.733
2/19/2017,1:12,0.597,0.72
2/19/2017,1:18,0.583,0.696
2/19/2017,1:24,0.569,0.671
2/19/2017,1:30,0.555,0.657
2/19/2017,1:36,0.54,0.638
2/19/2017,1:42,0.525,0.608
2/19/2017,1:48,0.51,0.584
2/19/2017,1:54,0.494,0.578
2/19/2017,2:00,0.478,0.558
2/19/2017,2:06,0.462,0.529
2/19/2017,2:12,0.446,0.531
2/19/2017,2:18,0.43,0.53
2/19/2017,2:24,0.414,0.504
2/19/2017,2:30,0.397,0.48
2/19/2017,2:36,0.381,0.466
2/19/2017,2:42,0.365,0.45
2/19/2017,2:48,0.348,0.423
2/19/2017,2:54,0.333,0.402
2/19/2017,3:00,0.317,0.388
2/19/2017,3:06,0.302,0.376
2/19/2017,3:12,0.287,0.365
2/19/2017,3:18,0.273,0.345
2/19/2017,3:24,0.259,0.332
2/19/2017,3:30,0.246,0.312
2/19/2017,3:36,0.234,0.289
2/19/2017,3:42,0.223,0.279
2/19/2017,3:48,0.212,0.265
2/19/2017,3:54,0.203,0.253
2/19/2017,4:00,0.194,0.245
2/19/2017,4:06,0.187,0.249
2/19/2017,4:12,0.18,0.262
2/19/2017,4:18,0.175,0.263
2/19/2017,4:24,0.171,0.272
2/19/2017,4:30,0.168,0.296
2/19/2017,4:36,0.167,0.294
2/19/2017,4:42,0.166,0.273
2/19/2017,4:48,0.167,0.27
2/19/2017,4:54,0.169,0.263
2/19/2017,5:00,0.172,0.247
2/19/2017,5:06,0.176,0.238
2/19/2017,5:12,0.182,0.238
2/19/2017,5:18,0.188,0.252
2/19/2017,5:24,0.195,0.265
2/19/2017,5:30,0.204,0.285
2/19/2017,5:36,0.213,0.311
2/19/2017,5:42,0.223,0.322
2/19/2017,5:48,0.233,0.333
2/19/2017,5:54,0.245,0.343
2/19/2017,6:00,0.256,0.356
2/19/2017,6:06,0.269,0.37
2/19/2017,6:12,0.282,0.374
2/19/2017,6:18,0.295,0.383
2/19/2017,6:24,0.309,0.399
2/19/2017,6:30,0.323,0.413
2/19/2017,6:36,0.337,0.428
2/19/2017,6:42,0.351,0.441
2/19/2017,6:48,0.366,0.454
2/19/2017,6:54,0.381,0.47
2/19/2017,7:00,0.396,0.486
2/19/2017,7:06,0.411,0.492
2/19/2017,7:12,0.426,0.503
2/19/2017,7:18,0.441,0.514
2/19/2017,7:24,0.456,0.525
2/19/2017,7:30,0.472,0.548
2/19/2017,7:36,0.487,0.561
2/19/2017,7:42,0.503,0.57
2/19/2017,7:48,0.519,0.589
2/19/2017,7:54,0.535,0.606
2/19/2017,8:00,0.551,0.623
2/19/2017,8:06,0.567,0.64
2/19/2017,8:12,0.583,0.654
2/19/2017,8:18,0.599,0.665
2/19/2017,8:24,0.616,0.677
2/19/2017,8:30,0.632,0.694
2/19/2017,8:36,0.648,0.716
2/19/2017,8:42,0.665,0.739
2/19/2017,8:48,0.681,0.757
2/19/2017,8:54,0.698,0.772
2/19/2017,9:00,0.714,0.792
2/19/2017,9:06,0.731,0.811
2/19/2017,9:12,0.747,0.825
2/19/2017,9:18,0.762,0.835
2/19/2017,9:24,0.778,0.851
2/19/2017,9:30,0.793,0.866
2/19/2017,9:36,0.808,0.882
2/19/2017,9:42,0.822,0.903
2/19/2017,9:48,0.836,0.917
2/19/2017,9:54,0.849,0.929
2/19/2017,10:00,0.861,0.951
2/19/2017,10:06,0.873,0.958
2/19/2017,10:12,0.884,0.968
2/19/2017,10:18,0.894,0.985
2/19/2017,10:24,0.903,0.997
2/19/2017,10:30,0.911,0.998
2/19/2017,10:36,0.919,1.008
2/19/2017,10:42,0.925,1.015
2/19/2017,10:48,0.93,1.022
2/19/2017,10:54,0.934,1.04
2/19/2017,11:00,0.937,1.052
2/19/2017,11:06,0.939,1.045
2/19/2017,11:12,0.94,1.045
2/19/2017,11:18,0.94,1.052
2/19/2017,11:24,0.939,1.058
2/19/2017,11:30,0.936,1.067
2/19/2017,11:36,0.933,1.066
2/19/2017,11:42,0.929,1.055
2/19/2017,11:48,0.924,1.045
2/19/2017,11:54,0.917,1.045
2/19/2017,12:00,0.91,1.046
2/19/2017,12:06,0.903,1.044
2/19/2017,12:12,0.894,1.029
2/19/2017,12:18,0.885,1.014
2/19/2017,12:24,0.875,1.006
2/19/2017,12:30,0.864,0.997
2/19/2017,12:36,0.852,0.987
2/19/2017,12:42,0.84,0.976
2/19/2017,12:48,0.828,0.955
2/19/2017,12:54,0.815,0.934
2/19/2017,13:00,0.801,0.921
2/19/2017,13:06,0.787,0.904
2/19/2017,13:12,0.772,0.889
2/19/2017,13:18,0.757,0.877
2/19/2017,13:24,0.742,0.859
2/19/2017,13:30,0.726,0.84
2/19/2017,13:36,0.709,0.826
2/19/2017,13:42,0.692,0.813
2/19/2017,13:48,0.675,0.793
2/19/2017,13:54,0.657,0.77
2/19/2017,14:00,0.639,0.753
2/19/2017,14:06,0.621,0.731
2/19/2017,14:12,0.602,0.71
2/19/2017,14:18,0.583,0.695
2/19/2017,14:24,0.564,0.676
2/19/2017,14:30,0.544,0.656
2/19/2017,14:36,0.524,0.641
2/19/2017,14:42,0.504,0.623
2/19/2017,14:48,0.483,0.599
2/19/2017,14:54,0.463,0.577
2/19/2017,15:00,0.443,0.555
2/19/2017,15:06,0.422,0.535
2/19/2017,15:12,0.402,0.513
2/19/2017,15:18,0.381,0.489
2/19/2017,15:24,0.361,0.468
2/19/2017,15:30,0.342,0.442
2/19/2017,15:36,0.322,0.421
2/19/2017,15:42,0.304,0.407
2/19/2017,15:48,0.285,0.386
2/19/2017,15:54,0.267,0.365
2/19/2017,16:00,0.25,0.35
2/19/2017,16:06,0.234,0.33
2/19/2017,16:12,0.219,0.31
2/19/2017,16:18,0.204,0.296
2/19/2017,16:24,0.191,0.278
2/19/2017,16:30,0.178,0.271
2/19/2017,16:36,0.167,0.258
2/19/2017,16:42,0.156,0.246
2/19/2017,16:48,0.147,0.239
2/19/2017,16:54,0.139,0.234
2/19/2017,17:00,0.132,0.222
2/19/2017,17:06,0.127,0.223
2/19/2017,17:12,0.122,0.222
2/19/2017,17:18,0.119,0.213
2/19/2017,17:24,0.117,0.214
2/19/2017,17:30,0.116,0.215
2/19/2017,17:36,0.116,0.213
2/19/2017,17:42,0.117,0.211
2/19/2017,17:48,0.12,0.213
2/19/2017,17:54,0.123,0.211
2/19/2017,18:00,0.127,0.209
2/19/2017,18:06,0.132,0.205
2/19/2017,18:12,0.138,0.206
2/19/2017,18:18,0.144,0.208
2/19/2017,18:24,0.151,0.215
2/19/2017,18:30,0.159,0.228
2/19/2017,18:36,0.167,0.251
2/19/2017,18:42,0.176,0.264
2/19/2017,18:48,0.185,0.275
2/19/2017,18:54,0.195,0.291
2/19/2017,19:00,0.204,0.307
2/19/2017,19:06,0.215,0.321
2/19/2017,19:12,0.225,0.332
2/19/2017,19:18,0.236,0.343
2/19/2017,19:24,0.247,0.355
2/19/2017,19:30,0.258,0.367
2/19/2017,19:36,0.27,0.385
2/19/2017,19:42,0.282,0.403
2/19/2017,19:48,0.293,0.417
2/19/2017,19:54,0.306,0.43
2/19/2017,20:00,0.318,0.443
2/19/2017,20:06,0.33,0.461
2/19/2017,20:12,0.343,0.473
2/19/2017,20:18,0.356,0.485
2/19/2017,20:24,0.369,0.498
2/19/2017,20:30,0.383,0.513
2/19/2017,20:36,0.396,0.532
2/19/2017,20:42,0.41,0.55
2/19/2017,20:48,0.424,0.569
2/19/2017,20:54,0.439,0.593
2/19/2017,21:00,0.453,0.61
2/19/2017,21:06,0.468,0.624
2/19/2017,21:12,0.483,0.643
2/19/2017,21:18,0.498,0.661
2/19/2017,21:24,0.512,0.681
2/19/2017,21:30,0.527,0.699
2/19/2017,21:36,0.542,0.713
2/19/2017,21:42,0.557,0.724
2/19/2017,21:48,0.572,0.739
2/19/2017,21:54,0.586,0.756
2/19/2017,22:00,0.6,0.771
2/19/2017,22:06,0.614,0.787
2/19/2017,22:12,0.628,0.805
2/19/2017,22:18,0.641,0.838
2/19/2017,22:24,0.653,0.846
2/19/2017,22:30,0.665,0.862
2/19/2017,22:36,0.676,0.881
2/19/2017,22:42,0.687,0.892
2/19/2017,22:48,0.697,0.902
2/19/2017,22:54,0.706,0.908
2/19/2017,23:00,0.714,0.92
2/19/2017,23:06,0.721,0.929
2/19/2017,23:12,0.728,0.939
2/19/2017,23:18,0.733,0.952
2/19/2017,23:24,0.738,0.961
2/19/2017,23:30,0.741,0.959
2/19/2017,23:36,0.744,0.966
2/19/2017,23:42,0.746,0.972
2/19/2017,23:48,0.746,0.967
2/19/2017,23:54,0.746,0.962
2/20/2017,0:00,0.745,0.957
2/20/2017,0:06,0.744,0.964
2/20/2017,0:12,0.741,0.971
2/20/2017,0:18,0.738,0.976
2/20/2017,0:24,0.733,0.976
2/20/2017,0:30,0.729,0.967
2/20/2017,0:36,0.723,0.963
2/20/2017,0:42,0.717,0.963
2/20/2017,0:48,0.71,0.95
2/20/2017,0:54,0.703,0.931
2/20/2017,1:00,0.695,0.92
2/20/2017,1:06,0.687,0.907
2/20/2017,1:12,0.678,0.898
2/20/2017,1:18,0.669,0.889
2/20/2017,1:24,0.659,0.877
2/20/2017,1:30,0.649,0.861
2/20/2017,1:36,0.638,0.846
2/20/2017,1:42,0.628,0.829
2/20/2017,1:48,0.616,0.809
2/20/2017,1:54,0.605,0.793
2/20/2017,2:00,0.593,0.78
2/20/2017,2:06,0.581,0.764
2/20/2017,2:12,0.568,0.755
2/20/2017,2:18,0.555,0.743
2/20/2017,2:24,0.542,0.729
2/20/2017,2:30,0.529,0.711
2/20/2017,2:36,0.515,0.692
2/20/2017,2:42,0.501,0.67
2/20/2017,2:48,0.487,0.648
2/20/2017,2:54,0.472,0.632
2/20/2017,3:00,0.457,0.614
2/20/2017,3:06,0.442,0.599
2/20/2017,3:12,0.427,0.579
2/20/2017,3:18,0.412,0.559
2/20/2017,3:24,0.397,0.538
2/20/2017,3:30,0.382,0.526
2/20/2017,3:36,0.367,0.508
2/20/2017,3:42,0.352,0.488
2/20/2017,3:48,0.337,0.476
2/20/2017,3:54,0.322,0.462
2/20/2017,4:00,0.308,0.446
2/20/2017,4:06,0.295,0.431
2/20/2017,4:12,0.281,0.414
2/20/2017,4:18,0.269,0.401
2/20/2017,4:24,0.257,0.383
2/20/2017,4:30,0.246,0.364
2/20/2017,4:36,0.235,0.353
2/20/2017,4:42,0.226,0.344
2/20/2017,4:48,0.217,0.335
2/20/2017,4:54,0.21,0.33
2/20/2017,5:00,0.203,0.326
2/20/2017,5:06,0.198,0.324
2/20/2017,5:12,0.193,0.326
2/20/2017,5:18,0.19,0.324
2/20/2017,5:24,0.188,0.323
2/20/2017,5:30,0.187,0.322
2/20/2017,5:36,0.187,0.313
2/20/2017,5:42,0.189,0.31
2/20/2017,5:48,0.191,0.313
2/20/2017,5:54,0.195,0.317
2/20/2017,6:00,0.199,0.325
2/20/2017,6:06,0.205,0.334
2/20/2017,6:12,0.212,0.349
2/20/2017,6:18,0.219,0.356
2/20/2017,6:24,0.227,0.365
2/20/2017,6:30,0.236,0.381
2/20/2017,6:36,0.246,0.395
2/20/2017,6:42,0.257,0.405
2/20/2017,6:48,0.268,0.415
2/20/2017,6:54,0.28,0.42
2/20/2017,7:00,0.292,0.428
2/20/2017,7:06,0.304,0.437
2/20/2017,7:12,0.317,0.447
2/20/2017,7:18,0.331,0.46
2/20/2017,7:24,0.344,0.472
2/20/2017,7:30,0.358,0.484
2/20/2017,7:36,0.372,0.497
2/20/2017,7:42,0.387,0.513
2/20/2017,7:48,0.401,0.529
2/20/2017,7:54,0.415,0.547
2/20/2017,8:00,0.43,0.566
2/20/2017,8:06,0.445,0.579
2/20/2017,8:12,0.46,0.598
2/20/2017,8:18,0.475,0.617
2/20/2017,8:24,0.49,0.629
2/20/2017,8:30,0.505,0.645
2/20/2017,8:36,0.521,0.66
2/20/2017,8:42,0.536,0.673
2/20/2017,8:48,0.552,0.691
2/20/2017,8:54,0.567,0.709
2/20/2017,9:00,0.583,0.726
2/20/2017,9:06,0.599,0.743
2/20/2017,9:12,0.615,0.758
2/20/2017,9:18,0.631,0.774
2/20/2017,9:24,0.647,0.797
2/20/2017,9:30,0.664,0.816
2/20/2017,9:36,0.68,0.832
2/20/2017,9:42,0.696,0.853
2/20/2017,9:48,0.712,0.877
2/20/2017,9:54,0.728,0.896
2/20/2017,10:00,0.744,0.91
2/20/2017,10:06,0.76,0.929
2/20/2017,10:12,0.776,0.947
2/20/2017,10:18,0.791,0.961
2/20/2017,10:24,0.806,0.972
2/20/2017,10:30,0.82,0.986
2/20/2017,10:36,0.834,0.998
2/20/2017,10:42,0.847,1.015
2/20/2017,10:48,0.86,1.032
2/20/2017,10:54,0.871,1.044
2/20/2017,11:00,0.883,1.056
2/20/2017,11:06,0.893,1.065
2/20/2017,11:12,0.902,1.072
2/20/2017,11:18,0.911,1.081
2/20/2017,11:24,0.918,1.093
2/20/2017,11:30,0.925,1.105
2/20/2017,11:36,0.93,1.11
2/20/2017,11:42,0.935,1.12
2/20/2017,11:48,0.938,1.128
2/20/2017,11:54,0.941,1.131
2/20/2017,12:00,0.942,1.133
2/20/2017,12:06,0.942,1.132
2/20/2017,12:12,0.942,1.135
2/20/2017,12:18,0.94,1.134
2/20/2017,12:24,0.937,1.127
2/20/2017,12:30,0.933,1.126
2/20/2017,12:36,0.928,1.127
2/20/2017,12:42,0.923,1.13
2/20/2017,12:48,0.916,1.128
2/20/2017,12:54,0.909,1.122
2/20/2017,13:00,0.901,1.116
2/20/2017,13:06,0.892,1.106
2/20/2017,13:12,0.883,1.091
2/20/2017,13:18,0.872,1.081
2/20/2017,13:24,0.861,1.067
2/20/2017,13:30,0.85,1.051
2/20/2017,13:36,0.838,1.037
2/20/2017,13:42,0.825,1.025
2/20/2017,13:48,0.812,1.012
2/20/2017,13:54,0.799,0.996
2/20/2017,14:00,0.784,0.979
2/20/2017,14:06,0.77,0.959
2/20/2017,14:12,0.755,0.937
2/20/2017,14:18,0.739,0.916
2/20/2017,14:24,0.723,0.899
2/20/2017,14:30,0.707,0.882
2/20/2017,14:36,0.69,0.867
2/20/2017,14:42,0.673,0.849
2/20/2017,14:48,0.655,0.83
2/20/2017,14:54,0.637,0.811
2/20/2017,15:00,0.619,0.785
2/20/2017,15:06,0.6,0.762
2/20/2017,15:12,0.581,0.738
2/20/2017,15:18,0.562,0.716
2/20/2017,15:24,0.542,0.695
2/20/2017,15:30,0.522,0.677
2/20/2017,15:36,0.502,0.657
2/20/2017,15:42,0.482,0.635
2/20/2017,15:48,0.461,0.612
2/20/2017,15:54,0.441,0.587
2/20/2017,16:00,0.421,0.562
2/20/2017,16:06,0.4,0.531
2/20/2017,16:12,0.38,0.507
2/20/2017,16:18,0.36,0.48
2/20/2017,16:24,0.34,0.458
2/20/2017,16:30,0.321,0.431
2/20/2017,16:36,0.302,0.41
2/20/2017,16:42,0.284,0.389
2/20/2017,16:48,0.266,0.372
2/20/2017,16:54,0.249,0.354
2/20/2017,17:00,0.233,0.339
2/20/2017,17:06,0.218,0.324
2/20/2017,17:12,0.204,0.311
2/20/2017,17:18,0.19,0.298
2/20/2017,17:24,0.178,0.286
2/20/2017,17:30,0.166,0.27
2/20/2017,17:36,0.156,0.261
2/20/2017,17:42,0.147,0.258
2/20/2017,17:48,0.139,0.25
2/20/2017,17:54,0.132,0.247
2/20/2017,18:00,0.127,0.243
2/20/2017,18:06,0.122,0.23
2/20/2017,18:12,0.119,0.232
2/20/2017,18:18,0.117,0.226
2/20/2017,18:24,0.116,0.22
2/20/2017,18:30,0.116,0.231
2/20/2017,18:36,0.117,0.24
2/20/2017,18:42,0.119,0.247
2/20/2017,18:48,0.122,0.257
2/20/2017,18:54,0.125,0.261
2/20/2017,19:00,0.13,0.263
2/20/2017,19:06,0.135,0.264
2/20/2017,19:12,0.142,0.268
2/20/2017,19:18,0.148,0.278
2/20/2017,19:24,0.156,0.28
2/20/2017,19:30,0.163,0.282
2/20/2017,19:36,0.172,0.287
2/20/2017,19:42,0.181,0.289
2/20/2017,19:48,0.19,0.298
2/20/2017,19:54,0.199,0.308
2/20/2017,20:00,0.209,0.32
2/20/2017,20:06,0.219,0.341
2/20/2017,20:12,0.23,0.357
2/20/2017,20:18,0.24,0.372
2/20/2017,20:24,0.251,0.387
2/20/2017,20:30,0.262,0.397
2/20/2017,20:36,0.274,0.408
2/20/2017,20:42,0.285,0.42
2/20/2017,20:48,0.297,0.431
2/20/2017,20:54,0.309,0.449
2/20/2017,21:00,0.321,0.461
2/20/2017,21:06,0.334,0.471
2/20/2017,21:12,0.347,0.49
2/20/2017,21:18,0.36,0.501
2/20/2017,21:24,0.373,0.509
2/20/2017,21:30,0.387,0.524
2/20/2017,21:36,0.401,0.531
2/20/2017,21:42,0.415,0.541
2/20/2017,21:48,0.429,0.557
2/20/2017,21:54,0.443,0.576
2/20/2017,22:00,0.458,0.59
2/20/2017,22:06,0.473,0.605
2/20/2017,22:12,0.488,0.614
2/20/2017,22:18,0.503,0.629
2/20/2017,22:24,0.517,0.643
2/20/2017,22:30,0.532,0.657
2/20/2017,22:36,0.547,0.675
2/20/2017,22:42,0.562,0.691
2/20/2017,22:48,0.576,0.696
2/20/2017,22:54,0.59,0.708
2/20/2017,23:00,0.604,0.718
2/20/2017,23:06,0.617,0.726
2/20/2017,23:12,0.63,0.738
2/20/2017,23:18,0.643,0.752
2/20/2017,23:24,0.654,0.765
2/20/2017,23:30,0.665,0.774
2/20/2017,23:36,0.676,0.786
2/20/2017,23:42,0.685,0.799
2/20/2017,23:48,0.694,0.807
2/20/2017,23:54,0.702,0.819
2/21/2017,0:00,0.709,0.83
2/21/2017,0:06,0.715,0.833
2/21/2017,0:12,0.72,0.838
2/21/2017,0:18,0.725,0.847
2/21/2017,0:24,0.728,0.854
2/21/2017,0:30,0.731,0.858
2/21/2017,0:36,0.732,0.865
2/21/2017,0:42,0.733,0.868
2/21/2017,0:48,0.733,0.872
2/21/2017,0:54,0.732,0.876
2/21/2017,1:00,0.73,0.872
2/21/2017,1:06,0.728,0.865
2/21/2017,1:12,0.724,0.865
2/21/2017,1:18,0.72,0.857
2/21/2017,1:24,0.716,0.854
2/21/2017,1:30,0.71,0.854
2/21/2017,1:36,0.704,0.852
2/21/2017,1:42,0.698,0.847
2/21/2017,1:48,0.691,0.841
2/21/2017,1:54,0.683,0.835
2/21/2017,2:00,0.675,0.827
2/21/2017,2:06,0.667,0.816
2/21/2017,2:12,0.658,0.805
2/21/2017,2:18,0.649,0.793
2/21/2017,2:24,0.639,0.782
2/21/2017,2:30,0.629,0.768
2/21/2017,2:36,0.618,0.752
2/21/2017,2:42,0.607,0.74
2/21/2017,2:48,0.596,0.726
2/21/2017,2:54,0.585,0.713
2/21/2017,3:00,0.573,0.702
2/21/2017,3:06,0.561,0.687
2/21/2017,3:12,0.548,0.675
2/21/2017,3:18,0.535,0.651
2/21/2017,3:24,0.522,0.639
2/21/2017,3:30,0.508,0.626
2/21/2017,3:36,0.495,0.615
2/21/2017,3:42,0.481,0.604
2/21/2017,3:48,0.466,0.59
2/21/2017,3:54,0.452,0.572
2/21/2017,4:00,0.437,0.557
2/21/2017,4:06,0.422,0.539
2/21/2017,4:12,0.407,0.521
2/21/2017,4:18,0.392,0.502
2/21/2017,4:24,0.378,0.484
2/21/2017,4:30,0.363,0.468
2/21/2017,4:36,0.348,0.453
2/21/2017,4:42,0.334,0.439
2/21/2017,4:48,0.32,0.424
2/21/2017,4:54,0.306,0.407
2/21/2017,5:00,0.293,0.398
2/21/2017,5:06,0.28,0.387
