#Predicted and verified water level from NOAA CO-OPS,,,
#Station CPTR1 (8452944) ,,,
#Measured relative to MLLW ,,,
#Predicted water level every 6 minutes for 2017,,,
#Verified water level every 6 minutes for 2017,,,
#Copied by Grace Kowalski on 07/12/2022,,,
Date,Time (GMT),Predicted (m),Verified (m)
1/31/2017,1:48,1.173,1.247
1/31/2017,1:54,1.196,1.278
1/31/2017,2:00,1.218,1.292
1/31/2017,2:06,1.238,1.306
1/31/2017,2:12,1.255,1.321
1/31/2017,2:18,1.271,1.332
1/31/2017,2:24,1.283,1.339
1/31/2017,2:30,1.294,1.339
1/31/2017,2:36,1.301,1.335
1/31/2017,2:42,1.306,1.337
1/31/2017,2:48,1.308,1.34
1/31/2017,2:54,1.308,1.327
1/31/2017,3:00,1.305,1.317
1/31/2017,3:06,1.298,1.305
1/31/2017,3:12,1.289,1.301
1/31/2017,3:18,1.278,1.284
1/31/2017,3:24,1.263,1.267
1/31/2017,3:30,1.246,1.257
1/31/2017,3:36,1.227,1.234
1/31/2017,3:42,1.205,1.212
1/31/2017,3:48,1.18,1.191
1/31/2017,3:54,1.153,1.164
1/31/2017,4:00,1.125,1.141
1/31/2017,4:06,1.094,1.119
1/31/2017,4:12,1.062,1.084
1/31/2017,4:18,1.028,1.05
1/31/2017,4:24,0.992,1.016
1/31/2017,4:30,0.956,0.982
1/31/2017,4:36,0.918,0.936
1/31/2017,4:42,0.879,0.896
1/31/2017,4:48,0.84,0.859
1/31/2017,4:54,0.8,0.836
1/31/2017,5:00,0.759,0.8
1/31/2017,5:06,0.718,0.767
1/31/2017,5:12,0.677,0.737
1/31/2017,5:18,0.636,0.699
1/31/2017,5:24,0.596,0.667
1/31/2017,5:30,0.555,0.634
1/31/2017,5:36,0.515,0.597
1/31/2017,5:42,0.475,0.564
1/31/2017,5:48,0.436,0.529
1/31/2017,5:54,0.398,0.49
1/31/2017,6:00,0.36,0.446
1/31/2017,6:06,0.323,0.414
1/31/2017,6:12,0.287,0.374
1/31/2017,6:18,0.252,0.336
1/31/2017,6:24,0.219,0.293
1/31/2017,6:30,0.186,0.248
1/31/2017,6:36,0.155,0.203
1/31/2017,6:42,0.125,0.169
1/31/2017,6:48,0.097,0.134
1/31/2017,6:54,0.07,0.107
1/31/2017,7:00,0.044,0.076
1/31/2017,7:06,0.021,0.054
1/31/2017,7:12,-0.001,0.025
1/31/2017,7:18,-0.021,-0.01
1/31/2017,7:24,-0.039,-0.041
1/31/2017,7:30,-0.056,-0.071
1/31/2017,7:36,-0.07,-0.097
1/31/2017,7:42,-0.082,-0.124
1/31/2017,7:48,-0.092,-0.146
1/31/2017,7:54,-0.099,-0.164
1/31/2017,8:00,-0.105,-0.177
1/31/2017,8:06,-0.108,-0.196
1/31/2017,8:12,-0.109,-0.199
1/31/2017,8:18,-0.108,-0.205
1/31/2017,8:24,-0.105,-0.206
1/31/2017,8:30,-0.1,-0.199
1/31/2017,8:36,-0.092,-0.189
1/31/2017,8:42,-0.083,-0.178
1/31/2017,8:48,-0.073,-0.164
1/31/2017,8:54,-0.06,-0.153
1/31/2017,9:00,-0.046,-0.138
1/31/2017,9:06,-0.031,-0.126
1/31/2017,9:12,-0.014,-0.111
1/31/2017,9:18,0.004,-0.083
1/31/2017,9:24,0.022,-0.061
1/31/2017,9:30,0.042,-0.04
1/31/2017,9:36,0.062,-0.01
1/31/2017,9:42,0.083,0.017
1/31/2017,9:48,0.103,0.042
1/31/2017,9:54,0.125,0.065
1/31/2017,10:00,0.146,0.096
1/31/2017,10:06,0.167,0.123
1/31/2017,10:12,0.189,0.144
1/31/2017,10:18,0.21,0.173
1/31/2017,10:24,0.231,0.197
1/31/2017,10:30,0.252,0.222
1/31/2017,10:36,0.273,0.238
1/31/2017,10:42,0.294,0.264
1/31/2017,10:48,0.315,0.289
1/31/2017,10:54,0.335,0.308
1/31/2017,11:00,0.356,0.33
1/31/2017,11:06,0.376,0.36
1/31/2017,11:12,0.397,0.394
1/31/2017,11:18,0.418,0.423
1/31/2017,11:24,0.439,0.447
1/31/2017,11:30,0.461,0.475
1/31/2017,11:36,0.483,0.503
1/31/2017,11:42,0.506,0.529
1/31/2017,11:48,0.529,0.554
1/31/2017,11:54,0.553,0.578
1/31/2017,12:00,0.578,0.606
1/31/2017,12:06,0.603,0.636
1/31/2017,12:12,0.63,0.669
1/31/2017,12:18,0.657,0.698
1/31/2017,12:24,0.685,0.719
1/31/2017,12:30,0.714,0.741
1/31/2017,12:36,0.744,0.769
1/31/2017,12:42,0.774,0.801
1/31/2017,12:48,0.805,0.834
1/31/2017,12:54,0.837,0.866
1/31/2017,13:00,0.869,0.898
1/31/2017,13:06,0.902,0.929
1/31/2017,13:12,0.934,0.968
1/31/2017,13:18,0.967,1.004
1/31/2017,13:24,1,1.035
1/31/2017,13:30,1.032,1.07
1/31/2017,13:36,1.064,1.107
1/31/2017,13:42,1.095,1.146
1/31/2017,13:48,1.126,1.169
1/31/2017,13:54,1.155,1.202
1/31/2017,14:00,1.184,1.235
1/31/2017,14:06,1.211,1.266
1/31/2017,14:12,1.236,1.298
1/31/2017,14:18,1.26,1.328
1/31/2017,14:24,1.282,1.358
1/31/2017,14:30,1.302,1.385
1/31/2017,14:36,1.319,1.404
1/31/2017,14:42,1.335,1.421
1/31/2017,14:48,1.348,1.441
1/31/2017,14:54,1.358,1.464
1/31/2017,15:00,1.365,1.481
1/31/2017,15:06,1.37,1.489
1/31/2017,15:12,1.372,1.489
1/31/2017,15:18,1.371,1.49
1/31/2017,15:24,1.368,1.485
1/31/2017,15:30,1.361,1.476
1/31/2017,15:36,1.351,1.468
1/31/2017,15:42,1.339,1.46
1/31/2017,15:48,1.324,1.45
1/31/2017,15:54,1.306,1.43
1/31/2017,16:00,1.285,1.412
1/31/2017,16:06,1.262,1.392
1/31/2017,16:12,1.237,1.371
1/31/2017,16:18,1.209,1.347
1/31/2017,16:24,1.179,1.32
1/31/2017,16:30,1.147,1.293
1/31/2017,16:36,1.113,1.263
1/31/2017,16:42,1.077,1.229
1/31/2017,16:48,1.04,1.189
1/31/2017,16:54,1.002,1.149
1/31/2017,17:00,0.963,1.11
1/31/2017,17:06,0.922,1.069
1/31/2017,17:12,0.881,1.028
1/31/2017,17:18,0.839,0.986
1/31/2017,17:24,0.796,0.941
1/31/2017,17:30,0.754,0.895
1/31/2017,17:36,0.711,0.847
1/31/2017,17:42,0.668,0.793
1/31/2017,17:48,0.625,0.741
1/31/2017,17:54,0.582,0.691
1/31/2017,18:00,0.54,0.642
1/31/2017,18:06,0.498,0.591
1/31/2017,18:12,0.457,0.535
1/31/2017,18:18,0.417,0.481
1/31/2017,18:24,0.377,0.432
1/31/2017,18:30,0.338,0.384
1/31/2017,18:36,0.3,0.335
1/31/2017,18:42,0.263,0.291
1/31/2017,18:48,0.228,0.25
1/31/2017,18:54,0.193,0.215
1/31/2017,19:00,0.16,0.177
1/31/2017,19:06,0.129,0.139
1/31/2017,19:12,0.098,0.103
1/31/2017,19:18,0.07,0.069
1/31/2017,19:24,0.043,0.04
1/31/2017,19:30,0.018,0.015
1/31/2017,19:36,-0.005,-0.004
1/31/2017,19:42,-0.027,-0.018
1/31/2017,19:48,-0.046,-0.029
1/31/2017,19:54,-0.063,-0.046
1/31/2017,20:00,-0.078,-0.062
1/31/2017,20:06,-0.091,-0.07
1/31/2017,20:12,-0.102,-0.073
1/31/2017,20:18,-0.11,-0.069
1/31/2017,20:24,-0.116,-0.06
1/31/2017,20:30,-0.12,-0.039
1/31/2017,20:36,-0.121,-0.021
1/31/2017,20:42,-0.12,-0.001
1/31/2017,20:48,-0.118,0.012
1/31/2017,20:54,-0.112,0.031
1/31/2017,21:00,-0.105,0.052
1/31/2017,21:06,-0.096,0.064
1/31/2017,21:12,-0.086,0.084
1/31/2017,21:18,-0.073,0.109
1/31/2017,21:24,-0.059,0.132
1/31/2017,21:30,-0.044,0.152
1/31/2017,21:36,-0.027,0.169
1/31/2017,21:42,-0.009,0.185
1/31/2017,21:48,0.009,0.204
1/31/2017,21:54,0.029,0.22
1/31/2017,22:00,0.049,0.242
1/31/2017,22:06,0.069,0.265
1/31/2017,22:12,0.09,0.286
1/31/2017,22:18,0.111,0.312
1/31/2017,22:24,0.132,0.331
1/31/2017,22:30,0.153,0.344
1/31/2017,22:36,0.174,0.367
1/31/2017,22:42,0.194,0.387
1/31/2017,22:48,0.214,0.408
1/31/2017,22:54,0.235,0.429
1/31/2017,23:00,0.254,0.454
1/31/2017,23:06,0.274,0.482
1/31/2017,23:12,0.293,0.504
1/31/2017,23:18,0.313,0.526
1/31/2017,23:24,0.332,0.547
1/31/2017,23:30,0.351,0.566
1/31/2017,23:36,0.37,0.588
1/31/2017,23:42,0.389,0.61
1/31/2017,23:48,0.409,0.638
1/31/2017,23:54,0.429,0.663
2/1/2017,0:00,0.449,0.683
2/1/2017,0:06,0.47,0.698
2/1/2017,0:12,0.491,0.717
2/1/2017,0:18,0.514,0.747
2/1/2017,0:24,0.536,0.767
2/1/2017,0:30,0.56,0.794
2/1/2017,0:36,0.585,0.818
2/1/2017,0:42,0.611,0.847
2/1/2017,0:48,0.637,0.87
2/1/2017,0:54,0.664,0.898
2/1/2017,1:00,0.693,0.916
2/1/2017,1:06,0.722,0.94
2/1/2017,1:12,0.751,0.966
2/1/2017,1:18,0.782,0.987
2/1/2017,1:24,0.813,1.013
2/1/2017,1:30,0.844,1.04
2/1/2017,1:36,0.876,1.082
2/1/2017,1:42,0.908,1.11
2/1/2017,1:48,0.94,1.14
2/1/2017,1:54,0.971,1.16
2/1/2017,2:00,1.003,1.191
2/1/2017,2:06,1.034,1.211
2/1/2017,2:12,1.064,1.238
2/1/2017,2:18,1.093,1.261
2/1/2017,2:24,1.121,1.297
2/1/2017,2:30,1.148,1.321
2/1/2017,2:36,1.173,1.344
2/1/2017,2:42,1.197,1.363
2/1/2017,2:48,1.219,1.383
2/1/2017,2:54,1.239,1.392
2/1/2017,3:00,1.257,1.409
2/1/2017,3:06,1.272,1.416
2/1/2017,3:12,1.285,1.43
2/1/2017,3:18,1.296,1.44
2/1/2017,3:24,1.304,1.444
2/1/2017,3:30,1.309,1.447
2/1/2017,3:36,1.312,1.442
2/1/2017,3:42,1.312,1.446
2/1/2017,3:48,1.309,1.445
2/1/2017,3:54,1.303,1.437
2/1/2017,4:00,1.294,1.433
2/1/2017,4:06,1.282,1.422
2/1/2017,4:12,1.268,1.409
2/1/2017,4:18,1.251,1.395
2/1/2017,4:24,1.232,1.384
2/1/2017,4:30,1.21,1.37
2/1/2017,4:36,1.186,1.35
2/1/2017,4:42,1.159,1.335
2/1/2017,4:48,1.13,1.316
2/1/2017,4:54,1.1,1.294
2/1/2017,5:00,1.068,1.267
2/1/2017,5:06,1.034,1.246
2/1/2017,5:12,0.998,1.218
2/1/2017,5:18,0.961,1.191
2/1/2017,5:24,0.924,1.161
2/1/2017,5:30,0.885,1.132
2/1/2017,5:36,0.845,1.094
2/1/2017,5:42,0.805,1.057
2/1/2017,5:48,0.765,1.014
2/1/2017,5:54,0.724,0.967
2/1/2017,6:00,0.683,0.921
2/1/2017,6:06,0.642,0.881
2/1/2017,6:12,0.601,0.837
2/1/2017,6:18,0.561,0.795
2/1/2017,6:24,0.521,0.744
2/1/2017,6:30,0.481,0.702
2/1/2017,6:36,0.442,0.659
2/1/2017,6:42,0.404,0.615
2/1/2017,6:48,0.367,0.571
2/1/2017,6:54,0.33,0.529
2/1/2017,7:00,0.295,0.487
2/1/2017,7:06,0.261,0.448
2/1/2017,7:12,0.228,0.402
2/1/2017,7:18,0.196,0.361
2/1/2017,7:24,0.165,0.32
2/1/2017,7:30,0.136,0.292
2/1/2017,7:36,0.109,0.261
2/1/2017,7:42,0.083,0.232
2/1/2017,7:48,0.059,0.205
2/1/2017,7:54,0.036,0.185
2/1/2017,8:00,0.016,0.159
2/1/2017,8:06,-0.003,0.138
2/1/2017,8:12,-0.019,0.12
2/1/2017,8:18,-0.034,0.103
2/1/2017,8:24,-0.046,0.09
2/1/2017,8:30,-0.057,0.076
2/1/2017,8:36,-0.065,0.066
2/1/2017,8:42,-0.071,0.057
2/1/2017,8:48,-0.074,0.049
2/1/2017,8:54,-0.076,0.042
2/1/2017,9:00,-0.075,0.039
2/1/2017,9:06,-0.072,0.04
2/1/2017,9:12,-0.067,0.046
2/1/2017,9:18,-0.06,0.05
2/1/2017,9:24,-0.051,0.057
2/1/2017,9:30,-0.041,0.066
2/1/2017,9:36,-0.028,0.078
2/1/2017,9:42,-0.015,0.092
2/1/2017,9:48,0.001,0.103
2/1/2017,9:54,0.017,0.113
2/1/2017,10:00,0.034,0.127
2/1/2017,10:06,0.053,0.143
2/1/2017,10:12,0.072,0.16
2/1/2017,10:18,0.091,0.178
2/1/2017,10:24,0.111,0.194
2/1/2017,10:30,0.132,0.213
2/1/2017,10:36,0.152,0.232
2/1/2017,10:42,0.172,0.251
2/1/2017,10:48,0.192,0.268
2/1/2017,10:54,0.212,0.285
2/1/2017,11:00,0.232,0.307
2/1/2017,11:06,0.251,0.331
2/1/2017,11:12,0.27,0.351
2/1/2017,11:18,0.289,0.369
2/1/2017,11:24,0.307,0.388
2/1/2017,11:30,0.325,0.411
2/1/2017,11:36,0.342,0.433
2/1/2017,11:42,0.359,0.452
2/1/2017,11:48,0.376,0.472
2/1/2017,11:54,0.393,0.497
2/1/2017,12:00,0.41,0.522
2/1/2017,12:06,0.427,0.539
2/1/2017,12:12,0.444,0.559
2/1/2017,12:18,0.462,0.581
2/1/2017,12:24,0.48,0.6
2/1/2017,12:30,0.499,0.624
2/1/2017,12:36,0.518,0.646
2/1/2017,12:42,0.539,0.673
2/1/2017,12:48,0.56,0.703
2/1/2017,12:54,0.582,0.733
2/1/2017,13:00,0.605,0.763
2/1/2017,13:06,0.629,0.795
2/1/2017,13:12,0.654,0.826
2/1/2017,13:18,0.68,0.857
2/1/2017,13:24,0.707,0.888
2/1/2017,13:30,0.735,0.92
2/1/2017,13:36,0.764,0.955
2/1/2017,13:42,0.793,0.98
2/1/2017,13:48,0.824,1.008
2/1/2017,13:54,0.854,1.037
2/1/2017,14:00,0.886,1.068
2/1/2017,14:06,0.917,1.087
2/1/2017,14:12,0.949,1.115
2/1/2017,14:18,0.981,1.133
2/1/2017,14:24,1.012,1.157
2/1/2017,14:30,1.043,1.177
2/1/2017,14:36,1.074,1.201
2/1/2017,14:42,1.103,1.218
2/1/2017,14:48,1.132,1.241
2/1/2017,14:54,1.159,1.259
2/1/2017,15:00,1.185,1.282
2/1/2017,15:06,1.209,1.297
2/1/2017,15:12,1.232,1.311
2/1/2017,15:18,1.252,1.32
2/1/2017,15:24,1.271,1.328
2/1/2017,15:30,1.287,1.336
2/1/2017,15:36,1.3,1.347
2/1/2017,15:42,1.311,1.354
2/1/2017,15:48,1.32,1.357
2/1/2017,15:54,1.326,1.361
2/1/2017,16:00,1.329,1.353
2/1/2017,16:06,1.329,1.344
2/1/2017,16:12,1.326,1.339
2/1/2017,16:18,1.32,1.33
2/1/2017,16:24,1.311,1.324
2/1/2017,16:30,1.3,1.319
2/1/2017,16:36,1.286,1.312
2/1/2017,16:42,1.269,1.301
2/1/2017,16:48,1.249,1.29
2/1/2017,16:54,1.226,1.272
2/1/2017,17:00,1.201,1.259
2/1/2017,17:06,1.174,1.231
2/1/2017,17:12,1.145,1.206
2/1/2017,17:18,1.113,1.185
2/1/2017,17:24,1.08,1.151
2/1/2017,17:30,1.044,1.112
2/1/2017,17:36,1.008,1.077
2/1/2017,17:42,0.969,1.04
2/1/2017,17:48,0.93,0.995
2/1/2017,17:54,0.889,0.947
2/1/2017,18:00,0.848,0.909
2/1/2017,18:06,0.806,0.873
2/1/2017,18:12,0.764,0.828
2/1/2017,18:18,0.721,0.784
2/1/2017,18:24,0.678,0.735
2/1/2017,18:30,0.634,0.696
2/1/2017,18:36,0.591,0.646
2/1/2017,18:42,0.549,0.603
2/1/2017,18:48,0.506,0.556
2/1/2017,18:54,0.465,0.518
2/1/2017,19:00,0.423,0.479
2/1/2017,19:06,0.383,0.435
2/1/2017,19:12,0.344,0.393
2/1/2017,19:18,0.305,0.354
2/1/2017,19:24,0.268,0.309
2/1/2017,19:30,0.231,0.277
2/1/2017,19:36,0.197,0.231
2/1/2017,19:42,0.163,0.198
2/1/2017,19:48,0.131,0.155
2/1/2017,19:54,0.101,0.111
2/1/2017,20:00,0.072,0.076
2/1/2017,20:06,0.045,0.038
2/1/2017,20:12,0.02,0.014
2/1/2017,20:18,-0.003,-0.022
2/1/2017,20:24,-0.025,-0.04
2/1/2017,20:30,-0.044,-0.065
2/1/2017,20:36,-0.061,-0.087
2/1/2017,20:42,-0.075,-0.117
2/1/2017,20:48,-0.088,-0.133
2/1/2017,20:54,-0.098,-0.143
2/1/2017,21:00,-0.105,-0.149
2/1/2017,21:06,-0.111,-0.157
2/1/2017,21:12,-0.114,-0.156
2/1/2017,21:18,-0.115,-0.15
2/1/2017,21:24,-0.113,-0.139
2/1/2017,21:30,-0.109,-0.133
2/1/2017,21:36,-0.103,-0.126
2/1/2017,21:42,-0.095,-0.108
2/1/2017,21:48,-0.085,-0.089
2/1/2017,21:54,-0.074,-0.065
2/1/2017,22:00,-0.06,-0.043
2/1/2017,22:06,-0.045,-0.017
2/1/2017,22:12,-0.029,0.009
2/1/2017,22:18,-0.011,0.038
2/1/2017,22:24,0.007,0.062
2/1/2017,22:30,0.027,0.085
2/1/2017,22:36,0.047,0.109
2/1/2017,22:42,0.068,0.137
2/1/2017,22:48,0.089,0.162
2/1/2017,22:54,0.11,0.185
2/1/2017,23:00,0.131,0.208
2/1/2017,23:06,0.152,0.23
2/1/2017,23:12,0.173,0.249
2/1/2017,23:18,0.194,0.27
2/1/2017,23:24,0.214,0.293
2/1/2017,23:30,0.234,0.314
2/1/2017,23:36,0.253,0.336
2/1/2017,23:42,0.272,0.359
2/1/2017,23:48,0.29,0.377
2/1/2017,23:54,0.308,0.396
2/2/2017,0:00,0.326,0.419
2/2/2017,0:06,0.343,0.44
2/2/2017,0:12,0.36,0.459
2/2/2017,0:18,0.376,0.478
2/2/2017,0:24,0.393,0.503
2/2/2017,0:30,0.41,0.524
2/2/2017,0:36,0.427,0.543
2/2/2017,0:42,0.444,0.563
2/2/2017,0:48,0.462,0.584
2/2/2017,0:54,0.48,0.607
2/2/2017,1:00,0.499,0.631
2/2/2017,1:06,0.519,0.655
2/2/2017,1:12,0.539,0.676
2/2/2017,1:18,0.561,0.696
2/2/2017,1:24,0.583,0.723
2/2/2017,1:30,0.606,0.742
2/2/2017,1:36,0.631,0.761
2/2/2017,1:42,0.656,0.785
2/2/2017,1:48,0.683,0.81
2/2/2017,1:54,0.71,0.838
2/2/2017,2:00,0.738,0.866
2/2/2017,2:06,0.768,0.889
2/2/2017,2:12,0.797,0.914
2/2/2017,2:18,0.828,0.939
2/2/2017,2:24,0.859,0.966
2/2/2017,2:30,0.89,0.988
2/2/2017,2:36,0.922,1.012
2/2/2017,2:42,0.953,1.045
2/2/2017,2:48,0.984,1.073
2/2/2017,2:54,1.015,1.094
2/2/2017,3:00,1.045,1.12
2/2/2017,3:06,1.075,1.146
2/2/2017,3:12,1.103,1.168
2/2/2017,3:18,1.131,1.195
2/2/2017,3:24,1.157,1.221
2/2/2017,3:30,1.182,1.25
2/2/2017,3:36,1.205,1.271
2/2/2017,3:42,1.226,1.287
2/2/2017,3:48,1.245,1.308
2/2/2017,3:54,1.262,1.329
2/2/2017,4:00,1.276,1.346
2/2/2017,4:06,1.288,1.364
2/2/2017,4:12,1.298,1.378
2/2/2017,4:18,1.305,1.384
2/2/2017,4:24,1.309,1.388
2/2/2017,4:30,1.31,1.386
2/2/2017,4:36,1.309,1.381
2/2/2017,4:42,1.305,1.372
2/2/2017,4:48,1.298,1.365
2/2/2017,4:54,1.289,1.352
2/2/2017,5:00,1.276,1.337
2/2/2017,5:06,1.261,1.325
2/2/2017,5:12,1.243,1.31
2/2/2017,5:18,1.223,1.288
2/2/2017,5:24,1.2,1.269
2/2/2017,5:30,1.175,1.248
2/2/2017,5:36,1.148,1.225
2/2/2017,5:42,1.119,1.195
2/2/2017,5:48,1.088,1.167
2/2/2017,5:54,1.055,1.135
2/2/2017,6:00,1.021,1.103
2/2/2017,6:06,0.985,1.066
2/2/2017,6:12,0.948,1.031
2/2/2017,6:18,0.91,0.998
2/2/2017,6:24,0.872,0.969
2/2/2017,6:30,0.832,0.926
2/2/2017,6:36,0.792,0.883
2/2/2017,6:42,0.752,0.842
2/2/2017,6:48,0.712,0.806
2/2/2017,6:54,0.671,0.765
2/2/2017,7:00,0.631,0.722
2/2/2017,7:06,0.591,0.677
2/2/2017,7:12,0.551,0.632
2/2/2017,7:18,0.512,0.586
2/2/2017,7:24,0.474,0.539
2/2/2017,7:30,0.436,0.494
2/2/2017,7:36,0.399,0.452
2/2/2017,7:42,0.363,0.414
2/2/2017,7:48,0.328,0.377
2/2/2017,7:54,0.295,0.344
2/2/2017,8:00,0.262,0.309
2/2/2017,8:06,0.231,0.273
2/2/2017,8:12,0.202,0.244
2/2/2017,8:18,0.174,0.216
2/2/2017,8:24,0.147,0.185
2/2/2017,8:30,0.123,0.155
2/2/2017,8:36,0.1,0.128
2/2/2017,8:42,0.079,0.103
2/2/2017,8:48,0.059,0.081
2/2/2017,8:54,0.042,0.061
2/2/2017,9:00,0.027,0.045
2/2/2017,9:06,0.014,0.03
2/2/2017,9:12,0.003,0.015
2/2/2017,9:18,-0.006,0.005
2/2/2017,9:24,-0.013,-0.005
2/2/2017,9:30,-0.018,-0.013
2/2/2017,9:36,-0.02,-0.017
2/2/2017,9:42,-0.021,-0.016
2/2/2017,9:48,-0.019,-0.01
2/2/2017,9:54,-0.015,-0.007
2/2/2017,10:00,-0.01,-0.002
2/2/2017,10:06,-0.003,0.006
2/2/2017,10:12,0.006,0.013
2/2/2017,10:18,0.017,0.025
2/2/2017,10:24,0.029,0.039
2/2/2017,10:30,0.042,0.055
2/2/2017,10:36,0.056,0.069
2/2/2017,10:42,0.072,0.086
2/2/2017,10:48,0.088,0.11
2/2/2017,10:54,0.104,0.128
2/2/2017,11:00,0.122,0.147
2/2/2017,11:06,0.139,0.159
2/2/2017,11:12,0.157,0.176
2/2/2017,11:18,0.174,0.192
2/2/2017,11:24,0.192,0.212
2/2/2017,11:30,0.209,0.233
2/2/2017,11:36,0.226,0.253
2/2/2017,11:42,0.242,0.272
2/2/2017,11:48,0.259,0.291
2/2/2017,11:54,0.274,0.313
2/2/2017,12:00,0.289,0.331
2/2/2017,12:06,0.303,0.347
2/2/2017,12:12,0.317,0.364
2/2/2017,12:18,0.331,0.381
2/2/2017,12:24,0.344,0.399
2/2/2017,12:30,0.357,0.416
2/2/2017,12:36,0.369,0.432
2/2/2017,12:42,0.382,0.447
2/2/2017,12:48,0.395,0.464
2/2/2017,12:54,0.407,0.482
2/2/2017,13:00,0.421,0.5
2/2/2017,13:06,0.434,0.52
2/2/2017,13:12,0.448,0.547
2/2/2017,13:18,0.463,0.575
2/2/2017,13:24,0.479,0.595
2/2/2017,13:30,0.495,0.622
2/2/2017,13:36,0.513,0.651
2/2/2017,13:42,0.532,0.678
2/2/2017,13:48,0.551,0.706
2/2/2017,13:54,0.573,0.736
2/2/2017,14:00,0.595,0.77
2/2/2017,14:06,0.618,0.803
2/2/2017,14:12,0.643,0.833
2/2/2017,14:18,0.669,0.864
2/2/2017,14:24,0.696,0.893
2/2/2017,14:30,0.724,0.917
2/2/2017,14:36,0.753,0.939
2/2/2017,14:42,0.783,0.966
2/2/2017,14:48,0.813,0.997
2/2/2017,14:54,0.844,1.023
2/2/2017,15:00,0.875,1.043
2/2/2017,15:06,0.906,1.073
2/2/2017,15:12,0.938,1.096
2/2/2017,15:18,0.969,1.116
2/2/2017,15:24,1,1.14
2/2/2017,15:30,1.03,1.17
2/2/2017,15:36,1.059,1.195
2/2/2017,15:42,1.087,1.214
2/2/2017,15:48,1.114,1.232
2/2/2017,15:54,1.14,1.251
2/2/2017,16:00,1.164,1.269
2/2/2017,16:06,1.186,1.282
2/2/2017,16:12,1.206,1.29
2/2/2017,16:18,1.224,1.3
2/2/2017,16:24,1.24,1.308
2/2/2017,16:30,1.253,1.31
2/2/2017,16:36,1.264,1.313
2/2/2017,16:42,1.272,1.312
2/2/2017,16:48,1.278,1.309
2/2/2017,16:54,1.28,1.304
2/2/2017,17:00,1.28,1.3
2/2/2017,17:06,1.277,1.294
2/2/2017,17:12,1.271,1.291
2/2/2017,17:18,1.262,1.28
2/2/2017,17:24,1.25,1.267
2/2/2017,17:30,1.235,1.247
2/2/2017,17:36,1.217,1.227
2/2/2017,17:42,1.197,1.206
2/2/2017,17:48,1.174,1.187
2/2/2017,17:54,1.149,1.166
2/2/2017,18:00,1.122,1.142
2/2/2017,18:06,1.092,1.11
2/2/2017,18:12,1.06,1.081
2/2/2017,18:18,1.026,1.048
2/2/2017,18:24,0.991,1.015
2/2/2017,18:30,0.954,0.976
2/2/2017,18:36,0.915,0.937
2/2/2017,18:42,0.876,0.897
2/2/2017,18:48,0.835,0.861
2/2/2017,18:54,0.794,0.824
2/2/2017,19:00,0.752,0.78
2/2/2017,19:06,0.71,0.731
2/2/2017,19:12,0.667,0.684
2/2/2017,19:18,0.625,0.635
2/2/2017,19:24,0.582,0.586
2/2/2017,19:30,0.54,0.549
2/2/2017,19:36,0.498,0.507
2/2/2017,19:42,0.457,0.464
2/2/2017,19:48,0.417,0.423
2/2/2017,19:54,0.377,0.378
2/2/2017,20:00,0.338,0.338
2/2/2017,20:06,0.3,0.304
2/2/2017,20:12,0.264,0.257
2/2/2017,20:18,0.229,0.222
2/2/2017,20:24,0.195,0.177
2/2/2017,20:30,0.163,0.137
2/2/2017,20:36,0.132,0.103
2/2/2017,20:42,0.103,0.065
2/2/2017,20:48,0.076,0.032
2/2/2017,20:54,0.051,0.001
2/2/2017,21:00,0.028,-0.024
2/2/2017,21:06,0.006,-0.041
2/2/2017,21:12,-0.013,-0.06
2/2/2017,21:18,-0.03,-0.083
2/2/2017,21:24,-0.045,-0.098
2/2/2017,21:30,-0.058,-0.109
2/2/2017,21:36,-0.068,-0.12
2/2/2017,21:42,-0.077,-0.121
2/2/2017,21:48,-0.083,-0.117
2/2/2017,21:54,-0.086,-0.108
2/2/2017,22:00,-0.088,-0.098
2/2/2017,22:06,-0.087,-0.09
2/2/2017,22:12,-0.084,-0.078
2/2/2017,22:18,-0.079,-0.065
2/2/2017,22:24,-0.072,-0.052
2/2/2017,22:30,-0.063,-0.035
2/2/2017,22:36,-0.053,-0.024
2/2/2017,22:42,-0.04,-0.003
2/2/2017,22:48,-0.027,0.012
2/2/2017,22:54,-0.012,0.031
2/2/2017,23:00,0.005,0.052
2/2/2017,23:06,0.022,0.07
2/2/2017,23:12,0.04,0.086
2/2/2017,23:18,0.059,0.098
2/2/2017,23:24,0.078,0.113
2/2/2017,23:30,0.098,0.129
2/2/2017,23:36,0.118,0.147
2/2/2017,23:42,0.137,0.158
2/2/2017,23:48,0.157,0.176
2/2/2017,23:54,0.177,0.193
2/3/2017,0:00,0.196,0.208
2/3/2017,0:06,0.214,0.217
2/3/2017,0:12,0.233,0.229
2/3/2017,0:18,0.25,0.242
2/3/2017,0:24,0.267,0.253
2/3/2017,0:30,0.284,0.266
2/3/2017,0:36,0.3,0.279
2/3/2017,0:42,0.316,0.292
2/3/2017,0:48,0.331,0.303
2/3/2017,0:54,0.345,0.311
2/3/2017,1:00,0.36,0.322
2/3/2017,1:06,0.374,0.33
2/3/2017,1:12,0.389,0.344
2/3/2017,1:18,0.403,0.359
2/3/2017,1:24,0.418,0.368
2/3/2017,1:30,0.433,0.386
2/3/2017,1:36,0.448,0.398
